agentGroup1
1;1.499763
2;1.4699
3;1.442114
4;1.414374
5;1.388151
6;1.362179
7;1.336151
8;1.310847
9;1.288028
10;1.266874
11;1.248008
12;1.230333
13;1.213343
14;1.194711
15;1.176379
16;1.159408
17;1.145018
18;1.130607
19;1.116182
20;1.101735
21;1.085312
22;1.070908
23;1.057923
24;1.046091
25;1.034534
26;1.021193
27;1.006745
28;0.9912508
29;0.9757637
30;0.9602713
31;0.9454013
32;0.9302508
33;0.9165155
34;0.9087474
35;0.9000675
36;0.8912696
37;0.8828033
38;0.876647
39;0.8709953
40;0.8671567
41;0.863636
42;0.8632832
43;0.8631535
44;0.8632137
45;0.862304
46;0.8607206
47;0.8593107
48;0.8578815
49;0.8568059
50;0.8521343
51;0.8473197
52;0.8518579
53;0.8586276
54;0.8624832
55;0.8664212
56;0.8663808
57;0.8646643
58;0.8623553
59;0.8607377
60;0.862431
61;0.8638668
62;0.8637927
63;0.8648114
64;0.8659983
65;0.867705
66;0.8703644
67;0.8734803
68;0.8786929
69;0.8840822
70;0.8894386
71;0.8946734
72;0.899532
73;0.9013416
74;0.9025545
75;0.9034176
76;0.9041336
77;0.905052
78;0.9058554
79;0.9069353
80;0.9071712
81;0.9073591
82;0.9104532
83;0.9140003
84;0.9173824
85;0.9213297
86;0.9237934
87;0.9260837
88;0.9266439
89;0.9270404
90;0.9305141
91;0.9337242
92;0.9345815
93;0.9324045
94;0.9306772
95;0.9296817
96;0.9298851
97;0.9294431
98;0.9290376
99;0.9251879
100;0.92093
101;0.9174459
102;0.9140109
103;0.9109064
104;0.9089434
105;0.9063394
106;0.9042557
107;0.9006274
108;0.8973978
109;0.8914682
110;0.88573
111;0.8804033
112;0.8764636
113;0.8454151
114;0.8145974
115;0.7839872
116;0.755135
117;0.7269734
118;0.7002996
119;0.6739289
120;0.6506568
121;0.6286336
122;0.6085708
123;0.5893499
124;0.5715021
125;0.5538424
126;0.5380527
127;0.5263401
128;0.5155154
129;0.5049154
130;0.4945826
131;0.4840975
132;0.4729545
133;0.4615354
134;0.4516782
135;0.4427141
136;0.4339496
137;0.4238767
138;0.4140337
139;0.407115
140;0.3985561
141;0.3901373
142;0.3879956
143;0.3849074
144;0.3806303
145;0.374806
146;0.3750936
147;0.3744246
148;0.3711141
149;0.3683122
150;0.3581609
151;0.3510795
152;0.3429906
153;0.3351153
154;0.3256766
155;0.3152215
156;0.3026509
157;0.2901268
158;0.2766543
159;0.2637233
160;0.25509
161;0.2452992
162;0.2383402
