1;60.95764
2;57.78378
3;57.78619
4;60.62416
5;60.20298
6;58.61306
7;58.20894
8;51.50315
9;54.25624
10;50.23383
11;46.84996
12;45.94564
13;46.82305
14;47.34982
15;47.10414
16;44.54168
17;44.52259
18;53.31811
19;53.14722
20;52.72905
21;52.49083
22;52.69955
23;45.75576
24;45.11213
25;44.53397
26;44.77877
27;42.71344
28;40.61064
29;44.41803
30;44.80204
31;43.5758
32;45.60002
33;41.03565
34;43.2457
35;43.84571
36;41.96562
37;40.35011
38;42.15745
39;41.06675
40;37.06594
41;37.26837
42;39.9896
43;41.2365
44;37.93635
45;36.98681
46;34.30933
47;35.05904
48;38.43023
49;39.30012
50;38.42978
51;36.10167
52;33.56625
53;31.99892
54;30.23053
55;30.75604
56;30.2604
57;32.45839
58;33.92416
59;33.00217
60;32.21114
61;30.58313
62;29.65562
63;31.15279
64;31.96373
65;31.92083
66;31.62097
67;32.72833
68;32.69643
69;32.19412
70;30.27848
71;28.97803
72;28.79735
73;28.55953
74;28.36006
75;28.76645
76;27.70865
77;26.88135
78;27.28481
79;26.68489
80;26.73273
81;27.332
82;25.04856
83;23.18231
84;21.36598
85;20.66331
86;26.48501
87;25.89565
88;27.99164
89;26.77252
90;20.1481
91;20.62549
92;21.21271
93;19.70881
94;21.22925
95;21.25326
96;22.03772
97;21.63528
98;22.57968
99;23.07159
100;25.01519
101;25.34157
102;22.62846
103;23.82409
104;22.09625
105;20.25064
106;22.42376
107;22.3667
108;14.75834
109;15.31742
110;15.68296
111;19.45545
112;19.08178
113;22.44103
114;21.06758
115;21.13885
116;20.10314
117;17.53113
118;18.86254
119;20.08542
120;20.80023
121;17.65989
122;20.95418
123;17.05134
124;15.46183
125;15.25432
126;17.68895
127;16.91121
128;16.03353
129;16.02396
130;16.87295
131;17.16403
132;16.22026
133;14.82572
134;15.50966
135;16.4114
136;16.73646
137;14.44046
138;13.6069
139;13.49801
140;13.96302
141;14.05736
142;14.36047
143;14.91771
144;14.88203
145;14.07803
146;13.72253
147;13.26575
148;16.44549
149;17.29837
150;14.76004
151;14.1877
152;12.52677
153;12.39616
154;11.1239
155;10.10647
156;11.99061
157;11.95216
158;12.81971
159;14.1657
160;14.50849
161;15.1407
162;14.5491
163;14.08896
164;12.62173
165;13.12799
166;13.69971
167;12.38388
168;11.54097
169;11.34714
170;12.21941
171;10.35892
172;10.756
173;12.18845
174;12.91645
175;12.48594
176;10.06586
177;10.10665
178;11.03222
179;13.61377
180;15.83167
181;16.45626
182;14.46136
183;13.01471
184;13.66857
185;12.60543
186;12.56343
187;12.34928
188;12.87355
189;12.6679
190;14.11856
191;13.33732
192;14.1262
193;14.24061
194;14.1048
195;12.61645
196;13.36843
197;12.68742
198;11.441
199;11.64922
200;11.72875
201;11.47495
202;11.86441
203;10.67152
204;11.53288
205;11.58391
206;12.05189
207;11.67461
208;12.11423
209;11.99873
210;11.50652
211;12.73098
212;12.01028
213;11.52839
214;11.40302
215;10.46675
216;10.82238
217;10.26188
218;12.25191
219;12.40093
220;12.55468
221;12.10487
222;11.38541
223;8.722954
224;7.88688
225;8.241979
226;8.456754
227;8.234765
228;8.333982
229;7.264852
230;7.306056
231;8.518653
232;6.80276
233;6.954874
234;7.621611
235;7.795331
236;7.684644
237;7.35296
238;7.710515
239;8.863807
240;9.592018
241;10.9634
242;11.70684
243;10.40455
244;11.39605
245;11.35084
246;12.11041
247;11.81579
248;12.46129
249;12.29088
250;12.02838
251;14.36385
252;13.9411
253;13.92616
254;14.20248
255;14.64006
256;14.73973
257;13.4261
258;13.98574
259;15.17635
260;15.3419
261;15.28394
262;14.49098
263;14.01891
264;14.70421
265;11.08183
266;10.68943
267;10.44969
268;9.094543
269;8.457232
270;8.456961
271;6.619872
272;8.874228
273;9.18733
274;8.68037
275;7.255782
276;7.66042
277;8.139344
278;8.770205
279;6.971801
280;6.753067
281;7.950743
282;8.32515
283;9.468329
284;8.173066
285;7.844685
286;7.796892
287;7.588765
288;8.024635
289;7.503717
290;8.628698
291;8.067674
292;8.275696
293;6.466518
294;7.652921
295;7.780638
296;9.913933
297;9.38816
298;8.659664
299;10.07318
300;9.364347
301;9.211054
302;10.69219
303;11.81162
304;10.80316
305;11.11745
306;10.06161
307;11.80295
308;12.61104
309;9.532962
310;9.022309
311;9.777455
312;9.740987
313;10.46419
314;10.27799
315;10.22977
316;11.66629
317;11.53593
318;11.8693
319;10.88477
320;10.8227
321;11.02191
322;10.45117
323;9.343623
324;9.125942
325;7.862696
326;8.140646
327;10.747
328;12.23568
329;11.87061
330;12.20971
331;14.19103
332;13.07675
333;13.65695
334;13.40875
335;11.68334
336;11.65737
337;12.41536
338;14.69989
339;13.36701
340;11.64286
341;10.77165
342;9.155183
343;9.971474
344;8.6679
345;9.366858
346;9.275413
347;9.352877
348;10.54503
349;10.61976
350;11.64962
351;12.60153
352;9.562517
353;10.54677
354;11.69698
355;10.70351
356;11.28221
357;11.10207
358;11.47662
359;11.99114
360;10.70521
361;9.684775
362;9.900914
363;9.821075
364;10.26742
365;12.22341
366;11.33512
367;10.58289
368;9.806818
369;10.37831
370;9.561242
371;8.14964
372;10.06477
373;10.14949
374;9.977242
375;8.813726
376;9.352424
377;9.469477
378;9.423903
379;10.82522
380;10.89602
381;13.29578
382;11.04817
383;12.15852
384;12.5407
