529;agent9;Sign3;Goal3;0.057295;0.732657
530;agent9;agent0;Goal3;0.01145901;0.686821
530;agent9;agent2;Goal3;0.01145901;0.686821
530;agent9;agent3;Goal3;0.01145901;0.686821
530;agent9;agent4;Goal3;0.01145901;0.686821
530;agent9;agent6;Goal3;0.01145901;0.686821
530;agent9;agent7;Goal3;0.01145901;0.686821
530;agent9;agent8;Goal3;0.01145901;0.686821
530;agent9;Sign3;Goal3;0.04732241;0.7799794
531;agent0;agent5;Goal3;0.002291799;0.6776538
531;agent2;agent5;Goal3;0.001833439;0.6794872
531;agent3;agent1;Goal3;0.002291799;0.6776538
531;agent3;agent5;Goal3;0.001466751;0.680954
531;agent4;agent1;Goal3;0.001833439;0.6794872
531;agent4;agent5;Goal3;0.001173401;0.6821274
531;agent5;agent1;Goal3;0.0005280256;0.6800153
531;agent6;agent1;Goal3;0.001361144;0.6813764
531;agent7;agent1;Goal3;0.001088917;0.6824653
531;agent8;agent1;Goal3;0.0008711338;0.6833364
531;agent8;agent5;Goal3;0.0009387255;0.6830661
531;agent9;agent0;Goal3;0.01863169;0.7054527
531;agent9;agent2;Goal3;0.01863169;0.7054527
531;agent9;agent3;Goal3;0.01863169;0.7054527
531;agent9;agent4;Goal3;0.01863169;0.7054527
531;agent9;agent6;Goal3;0.01863169;0.7054527
531;agent9;agent7;Goal3;0.01863169;0.7054527
531;agent9;agent8;Goal3;0.01863169;0.7054527
531;agent9;Sign3;Goal3;0.03906376;0.8190432
532;agent0;agent5;Goal3;0.004477322;0.6875434
532;agent2;agent5;Goal3;0.003581858;0.6911253
532;agent3;agent1;Goal3;0.004423249;0.6877597
532;agent3;agent5;Goal3;0.002865481;0.6939908
532;agent4;agent1;Goal3;0.003538597;0.6912983
532;agent4;agent5;Goal3;0.002292383;0.6962832
532;agent5;agent1;Goal3;0.0009969712;0.6922953
532;agent6;agent1;Goal3;0.002631485;0.6949267
532;agent7;agent1;Goal3;0.002105188;0.6970319
532;agent8;agent1;Goal3;0.001684153;0.698716
532;agent8;agent5;Goal3;0.001833904;0.6981171
532;agent9;agent0;Goal3;0.0227181;0.7281708
532;agent9;agent2;Goal3;0.0227181;0.7281708
532;agent9;agent3;Goal3;0.0227181;0.7281708
532;agent9;agent4;Goal3;0.0227181;0.7281708
532;agent9;agent6;Goal3;0.0227181;0.7281708
532;agent9;agent7;Goal3;0.0227181;0.7281708
532;agent9;agent8;Goal3;0.0227181;0.7281708
532;agent9;Sign3;Goal3;0.03222224;0.8512654
533;agent0;agent5;Goal3;0.006010735;0.7041278
533;agent2;agent5;Goal3;0.004808593;0.7089364
533;agent3;agent1;Goal3;0.005890942;0.704607
533;agent3;agent5;Goal3;0.003846872;0.7127833
533;agent4;agent1;Goal3;0.004712749;0.7093198
533;agent4;agent5;Goal3;0.003077495;0.7158608
533;agent5;agent1;Goal3;0.001308203;0.710628
533;agent6;agent1;Goal3;0.003508556;0.7141365
533;agent7;agent1;Goal3;0.002806842;0.7169434
533;agent8;agent1;Goal3;0.002245474;0.7191889
533;agent8;agent5;Goal3;0.002461994;0.7183228
533;agent9;agent0;Goal3;0.02461894;0.7527897
533;agent9;agent2;Goal3;0.02461894;0.7527897
533;agent9;agent3;Goal3;0.02461894;0.7527897
533;agent9;agent4;Goal3;0.02461894;0.7527897
533;agent9;agent6;Goal3;0.02461894;0.7527897
533;agent9;agent7;Goal3;0.02461894;0.7527897
533;agent9;agent8;Goal3;0.02461894;0.7527897
533;agent9;Sign3;Goal3;0.02656657;0.877832
534;agent0;agent5;Goal3;0.006893385;0.7252162
534;agent2;agent5;Goal3;0.005514705;0.7307308
534;agent3;agent1;Goal3;0.006720162;0.7259091
534;agent3;agent5;Goal3;0.004411769;0.7351426
534;agent4;agent1;Goal3;0.005376124;0.7312852
534;agent4;agent5;Goal3;0.003529418;0.738672
534;agent5;agent1;Goal3;0.001477373;0.7327625
534;agent6;agent1;Goal3;0.004005432;0.7367679
534;agent7;agent1;Goal3;0.003204346;0.7399723
534;agent8;agent1;Goal3;0.002563477;0.7425358
534;agent8;agent5;Goal3;0.002823532;0.7414955
534;agent9;agent0;Goal3;0.02500846;0.7777981
534;agent9;agent2;Goal3;0.02500846;0.7777981
534;agent9;agent3;Goal3;0.02500846;0.7777981
534;agent9;agent4;Goal3;0.02500846;0.7777981
534;agent9;agent6;Goal3;0.02500846;0.7777981
534;agent9;agent7;Goal3;0.02500846;0.7777981
534;agent9;agent8;Goal3;0.02500846;0.7777981
534;agent9;Sign3;Goal3;0.02188662;0.8997186
535;agent0;agent5;Goal3;0.007260513;0.7487561
535;agent2;agent5;Goal3;0.005808413;0.7545645
535;agent3;agent1;Goal3;0.00705247;0.7495883
535;agent3;agent5;Goal3;0.004646731;0.7592112
535;agent4;agent1;Goal3;0.005641973;0.7552302
535;agent4;agent5;Goal3;0.003717387;0.7629285
535;agent5;agent1;Goal3;0.00153966;0.7567699
535;agent6;agent1;Goal3;0.004205644;0.7609755
535;agent7;agent1;Goal3;0.003364515;0.76434
535;agent8;agent1;Goal3;0.002691615;0.7670317
535;agent8;agent5;Goal3;0.002973914;0.7659025
535;agent9;agent0;Goal3;0.02438411;0.8
535;agent9;agent2;Goal3;0.02438411;0.8
535;agent9;agent3;Goal3;0.02438411;0.8
535;agent9;agent4;Goal3;0.02438411;0.8
535;agent9;agent6;Goal3;0.02438411;0.8
535;agent9;agent7;Goal3;0.02438411;0.8
535;agent9;agent8;Goal3;0.02438411;0.8
535;agent9;Sign3;Goal3;0.01801959;0.9177382
536;agent0;agent5;Goal3;0.007255948;0.7731584
536;agent2;agent5;Goal3;0.005804753;0.7789632
536;agent3;agent1;Goal3;0.007030106;0.7740618
536;agent3;agent5;Goal3;0.004643798;0.783607
536;agent4;agent1;Goal3;0.00562408;0.7796859
536;agent4;agent5;Goal3;0.003715038;0.787322
536;agent5;agent1;Goal3;0.001527238;0.7812131
536;agent6;agent1;Goal3;0.004193819;0.7854069
536;agent7;agent1;Goal3;0.00335505;0.788762
536;agent8;agent1;Goal3;0.002684045;0.791446
536;agent8;agent5;Goal3;0.002972031;0.7902941
536;agent9;agent0;Goal3;0.0231112;0.8252934
536;agent9;agent2;Goal3;0.0231112;0.8252934
536;agent9;agent3;Goal3;0.0231112;0.8252934
536;agent9;agent4;Goal3;0.0231112;0.8252934
536;agent9;agent6;Goal3;0.0231112;0.8252934
536;agent9;agent7;Goal3;0.0231112;0.8252934
536;agent9;agent8;Goal3;0.0231112;0.8252934
536;agent9;Sign3;Goal3;0.01482631;0.9325645
537;agent0;agent5;Goal3;0.006999874;0.7972939
537;agent2;agent5;Goal3;0.005599904;0.8
537;agent3;agent1;Goal3;0.006769478;0.7982155
537;agent3;agent5;Goal3;0.004479921;0.8073738
537;agent4;agent1;Goal3;0.005415583;0.8
537;agent4;agent5;Goal3;0.003583932;0.8109577
537;agent5;agent1;Goal3;0.001465321;0.8050964
537;agent6;agent1;Goal3;0.004039407;0.8091358
537;agent7;agent1;Goal3;0.003231525;0.8123673
537;agent8;agent1;Goal3;0.00258522;0.8149526
537;agent8;agent5;Goal3;0.00286715;0.8138248
537;agent9;agent0;Goal3;0.02145422;0.8467476
537;agent9;agent2;Goal3;0.02145422;0.8467476
537;agent9;agent3;Goal3;0.02145422;0.8467476
537;agent9;agent4;Goal3;0.02145422;0.8467476
537;agent9;agent6;Goal3;0.02145422;0.8467476
537;agent9;agent7;Goal3;0.02145422;0.8467476
537;agent9;agent8;Goal3;0.02145422;0.8467476
537;agent9;Sign3;Goal3;0.01218954;0.944754
538;agent0;agent5;Goal3;0.006584561;0.8204094
538;agent2;agent5;Goal3;0.005267644;0.825677
